label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
ONE_FINGER,0.0,0.0,0.0,0.1299213419116794,0.3896103938762541,-0.1863656868289253,0.3852830965205045,0.6785202253815481,-0.2819298240545402,0.5965985972159533,0.46949896044394,-0.3490925516529508,0.7164877787490368,0.1876715576285894,-0.3943320130028828,0.922313501023937,0.4520207759762792,-0.2971957097557116,1.302910825851529,0.4864394334058575,-0.4916373112947165,1.5719253316442938,0.4887285481017392,-0.6027182662575166,1.8247880080168983,0.4872229558856558,-0.6870365514201419,0.9536748844637134,0.0535304606623091,-0.296038349752872,0.7764246879226393,0.0829458405574878,-0.4930968139531646,0.4544379172211475,0.1422631012339948,-0.4984175973290509,0.3993967432807956,0.2381601074869752,-0.484175924019773,0.8845303058869891,-0.2790517872333198,-0.3192367604292578,0.6183528684197696,-0.2690145057927643,-0.4956419817470197,0.3712923552472404,-0.138304520339327,-0.4303125943300984,0.3919404770678115,-0.0040405178860197,-0.3737453439258252,0.7522942439696305,-0.5536431294999438,-0.368885456126291,0.5007476805206084,-0.5499354806412896,-0.4927229764301235,0.3160156124567528,-0.3809097096071198,-0.4638401869787293,0.3322391367443445,-0.2612202494904556,-0.4281822325549602
ONE_FINGER,0.0,0.0,0.0,0.1334950801255132,0.39136630405666,-0.1805703081274066,0.3934411182193294,0.6831415283052009,-0.2713805694791929,0.597392788910741,0.4750658442781136,-0.3349262358341267,0.7081212662241513,0.1899505173418442,-0.3772729367443075,0.9232513184043136,0.4507008661110655,-0.2954023067847624,1.3151760292356185,0.4808548319418569,-0.486059797841294,1.5832112810648782,0.4832319029825447,-0.5941243162297956,1.8341101048098705,0.4838517857323794,-0.6766097059412426,0.9536511881358662,0.0538990612480053,-0.2960478045242595,0.7717181625584101,0.0781154724750104,-0.4934625298537802,0.4519201396190045,0.1385412330890417,-0.4980578589992474,0.3965149169788392,0.2337419036689947,-0.4838569087303119,0.8870419690172875,-0.2808786076460784,-0.3202847077429948,0.6211378843279547,-0.2719082382662421,-0.4953990230722714,0.3746448388049267,-0.1406416622413736,-0.4304701472755582,0.3925445935811391,-0.003283841674743,-0.3748395127263622,0.7587569777891436,-0.5575768489792233,-0.3706642694113613,0.5057679708876847,-0.5525204500198297,-0.494492252438216,0.3206177026086085,-0.3865045790187023,-0.4671559354703083,0.3350440647865746,-0.2659706836624555,-0.4328779563038409
ONE_FINGER,0.0,0.0,0.0,0.134740923052043,0.3896414842839218,-0.180059884795958,0.3965319366355664,0.6771780599676339,-0.2704515374625825,0.5982020859923043,0.4680120424904542,-0.3340201931862445,0.7057916510064441,0.1850930447043447,-0.3764711259915375,0.9226741542147284,0.4468276212246756,-0.2948220874777071,1.3168819099751683,0.4756310460214988,-0.4847892421850769,1.5852350148153962,0.4782220202862646,-0.5912141514405993,1.8356206109918412,0.479720167781931,-0.672329603175151,0.9539556791499318,0.0488334515882015,-0.2959456980994571,0.7728747965743926,0.0719880394236241,-0.4961997902342637,0.4544312328293941,0.1318318489765534,-0.5009764180372281,0.3962292287511679,0.2251530982871014,-0.4854408337328497,0.888026928056384,-0.286700281020035,-0.3206343479253055,0.6196379087213972,-0.2747664074757866,-0.4987343274358367,0.3738442372320125,-0.1437144160997173,-0.434791134838258,0.390575261147659,-0.0073162956466457,-0.3783078958663616,0.7602534169876125,-0.5626467361807646,-0.3713456145251986,0.5032749457018126,-0.5520211763741703,-0.4973131395717968,0.3183204283343959,-0.3861116025133099,-0.4713623517872703,0.3328863212802777,-0.2659468336913656,-0.4371255769976014
ONE_FINGER,0.0,0.0,0.0,0.137067229826529,0.3870437951676822,-0.1761502452689918,0.4027015947471482,0.6694990226600901,-0.2641382662697014,0.5988442267828533,0.4561615033898664,-0.3263032146655327,0.6990059820115769,0.1698481858832775,-0.3676098835823044,0.9217863431093382,0.4396890473532229,-0.2929740306784823,1.3230584463372876,0.4614644557997968,-0.4811238069079156,1.591254624016327,0.4622688650059412,-0.5858045998424931,1.84043702740237,0.4632679719817249,-0.6659073611727845,0.954234263507492,0.0443654733503259,-0.29575103570861,0.768907604937838,0.0597875861560172,-0.4973708234218182,0.4522880424991347,0.1219576581773652,-0.5017668941152679,0.3941861291381586,0.2173954306795615,-0.4857606880006567,0.8910445900082925,-0.2909860639779479,-0.3217739297086452,0.6198049787722497,-0.2829163537889235,-0.4991640923527126,0.3758281789113174,-0.1497020903510586,-0.4353083475363238,0.3918138905238609,-0.0086742980000117,-0.3791175464931292,0.7659205312615198,-0.5657609768206111,-0.3737889759556146,0.5032424982641182,-0.5556008274207154,-0.5002861663409007,0.3186075291392377,-0.3895390007943836,-0.4760257995186589,0.3329434333353585,-0.2663670433695271,-0.4427939644164285
ONE_FINGER,0.0,0.0,0.0,0.1402105142751998,0.3817296471283025,-0.1859362270481295,0.405812503794032,0.6540326863990685,-0.2800936490205337,0.5999127578681818,0.4379212742466196,-0.347278066915115,0.6988529901597146,0.150246742987638,-0.3931470082323611,0.922499246804224,0.429757247220599,-0.3017620816535051,1.3245673472254194,0.4473897040869474,-0.4934376810845888,1.593489169789294,0.4454151962974462,-0.5985572020023325,1.8429012184952471,0.4441772924501426,-0.6782434256936517,0.9528023145373972,0.0346408465038909,-0.3016086224988807,0.7753984164863867,0.0420426930619431,-0.5072438896956346,0.45728270425507,0.1062653492722725,-0.510742758421072,0.3978479736690232,0.2075228147986344,-0.4928647669073243,0.8896538724094389,-0.2985496700167003,-0.3259728209480881,0.6262156569708115,-0.2996648065403045,-0.5071620448131683,0.380706586097473,-0.1631884650276331,-0.4424022815616532,0.3955614322651192,-0.0160927500149501,-0.384440758860001,0.7654747244873394,-0.5700240298524943,-0.377325369390581,0.5065840153307497,-0.5689651616855856,-0.5054535328916828,0.3221158808618605,-0.402840511499472,-0.4815855190424277,0.3362494690027717,-0.2765640884641716,-0.4482746518786152
ONE_FINGER,0.0,0.0,0.0,0.142595160202484,0.3800717314044087,-0.1899414487206815,0.4078915674195746,0.6520028454312068,-0.2860375214283612,0.5988945692298093,0.4352878029230436,-0.3539565046772751,0.6965574534687048,0.1446059867278874,-0.4001544785553311,0.9230714475727436,0.421701964825012,-0.30686539719022,1.3237720135347195,0.4363952885982026,-0.5007621518936118,1.592472535707253,0.4325420550279496,-0.6075401025649206,1.8422131072658905,0.4296074731698098,-0.6881926192678502,0.9519783547805768,0.0280239808400799,-0.3048800887679306,0.7724329812686447,0.0343575740330392,-0.5097292133279628,0.4531913040680086,0.1008934760931603,-0.5124086141549601,0.3975465284170537,0.2051298236942889,-0.4947347759380237,0.8884025526817099,-0.3036143908534636,-0.3278616924326331,0.626107074390856,-0.3083403435502244,-0.5082542669679585,0.3805055391573511,-0.1692819924393768,-0.442631912999328,0.3984804909910355,-0.0191845099213005,-0.3848691347898895,0.7644560222351272,-0.573544885596104,-0.3783416040132618,0.5075244492188906,-0.5772296996858031,-0.5062383368219321,0.3229264912903352,-0.4097952179118985,-0.4819553098984024,0.3376504367872632,-0.2827303752647531,-0.4487307396436361
ONE_FINGER,0.0,0.0,0.0,0.1413521643180962,0.3792810382204284,-0.1923631441190826,0.4087200584474049,0.6506410959863363,-0.2880170163875792,0.600833373679906,0.4306132265898774,-0.3546346537768536,0.6994953896847925,0.1404140313562388,-0.398788085568612,0.9202727457409964,0.4162557134344971,-0.3102925756829825,1.3210237725613208,0.4315564581004403,-0.5042974524853152,1.589161547545197,0.4274113380026687,-0.6094040340542646,1.839357529633554,0.424943640429088,-0.6885080172239103,0.9515217507585124,0.019731383491236,-0.3069479277320133,0.7670817513281586,0.027114082017156,-0.5126692694601499,0.4501661608764123,0.0944200234817061,-0.5143161006921058,0.3970800717521874,0.1983947272379798,-0.4954718646756693,0.8888401929700739,-0.3126430066363312,-0.3288512929718972,0.6186375057603705,-0.3142949364169931,-0.5106808354649089,0.3746515559956118,-0.1736871602099357,-0.4452052729857216,0.3961980228260935,-0.0231117212831456,-0.3870614235453967,0.7661793082072417,-0.5805870367693894,-0.3785060588171553,0.5038079918095637,-0.5793582865313047,-0.5075095381699352,0.320030803710957,-0.4120545093009626,-0.4841581850976194,0.3371058433264996,-0.2868800400261979,-0.4512572502994419
ONE_FINGER,0.0,0.0,0.0,0.1403427232618729,0.3730236986204854,-0.1964074183981276,0.4057744125929596,0.6353200067104341,-0.2948940766360258,0.5947690759917135,0.4099804118188768,-0.3638265803131467,0.6933984832942488,0.1264501803641469,-0.4097764845836808,0.9172341148262356,0.4136969856803235,-0.3130028151214288,1.31619735776365,0.4279718921440421,-0.5059638632447443,1.5865640861864791,0.4251220090321784,-0.6079121863000944,1.835880425756204,0.4235619656829291,-0.6842421504339493,0.9512134903907656,0.016186724293681,-0.3081085614767253,0.7579159623293769,0.0234210429622584,-0.5131115128383634,0.4415432496463345,0.0893252271967189,-0.5116228440214328,0.3905104590385406,0.1946383496328027,-0.4892826154057132,0.8887352837075977,-0.3148687493234717,-0.3289754158181538,0.6066529356227593,-0.3186770904407566,-0.5106745823777714,0.3644179692952153,-0.1780029854216903,-0.4436437001688531,0.3902963354415849,-0.0268572168753104,-0.3836483075741959,0.7658742226828998,-0.5808918276366268,-0.3781269776812648,0.4956553415055877,-0.5815851802362932,-0.5074984156895941,0.3120290625733681,-0.4133452111996102,-0.4836389291716645,0.3310809645215525,-0.2870581726236201,-0.4495015099998575
ONE_FINGER,0.0,0.0,0.0,0.1359387966143988,0.3653489825530613,-0.2066836077440144,0.3959759965083771,0.6219489798758403,-0.3120313014747367,0.5813232975454974,0.3928209523572014,-0.3865159942079413,0.6813561526735885,0.1170495729320749,-0.437889347264647,0.9143677060823738,0.4156347431544023,-0.3226404580676334,1.315571328590829,0.4332311682577079,-0.5175606247731991,1.5898703540787409,0.4333183808602605,-0.6180346730671457,1.8401243520275283,0.433215777798434,-0.692452673810163,0.9493348295529656,0.0145491141670479,-0.3139294581185335,0.751705942015171,0.0161086807068159,-0.520761840302197,0.4307892153862286,0.081035898230849,-0.5150930211362632,0.3786719901312784,0.1918010336260293,-0.4879699017423344,0.8859158770377873,-0.3185876371254728,-0.3321979332768048,0.5989043321895289,-0.3323107966448144,-0.5167244098193102,0.354791127491078,-0.1886049482501229,-0.4463797506308192,0.38104725101257,-0.0317299968699545,-0.3826786396956169,0.7631154024903173,-0.5861046002266287,-0.3796877604433641,0.4908120065549382,-0.5956825960481655,-0.5114249616759532,0.3043104210722658,-0.4243919144813243,-0.4859537515774367,0.3214040911726197,-0.2909104611976787,-0.4493449791176153
ONE_FINGER,0.0,0.0,0.0,0.1346743917135596,0.3626101583821322,-0.2116414478844861,0.3929157443574463,0.617762978309388,-0.3193963526143868,0.5772375299228961,0.3903556483016344,-0.3955476667555055,0.6790103264342059,0.1179234626109018,-0.4484426373675741,0.915129165665945,0.4178138328521474,-0.324470370648852,1.3150890220166376,0.4362988550747744,-0.5195917598164749,1.5901582605584474,0.4365656386316924,-0.6194047232750388,1.840432019665909,0.4372120757119179,-0.6929702890952572,0.9493852004648567,0.0176231061156602,-0.3136194625165023,0.7515498016508924,0.0160788397573447,-0.5215362015101678,0.4290290031487507,0.0781008862878294,-0.5153899187950118,0.3754670736443865,0.190298763331023,-0.4869979917952846,0.885849670294163,-0.3153586860894887,-0.330329347995019,0.5996781314221383,-0.3354751923717313,-0.5166007057071794,0.3545450862383715,-0.1934745137489541,-0.4461031507915214,0.3800280463770858,-0.0344971660907416,-0.3814030077858186,0.7637961930040452,-0.5830708550039748,-0.3765957733082716,0.4931750572285464,-0.5992984778988314,-0.5093718974052973,0.305143954131329,-0.4287416977797618,-0.4836067623506117,0.3212227938886735,-0.2923332129462333,-0.4461903684928217
